,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
221,"['Cluster Nyaman dengan Tanah & Bangunan Yang Luas, Cuma 10menit ke Tol Jatiwarna daaannnn ... Bebas Banjir ', None, 'FAMILY RESIDENCE ', None, 'Berada dalam wilayah yang sudah ramai dan strategis serta lingkungan yang masih asri dan tidak bising. Pastinya akan membuat Anda dan keluarga betah tinggal dalam cluster ini.', None, 'Keunggulan Cluster Family Residence:', '+ Rumah Ready Stock', '+ SHM & IMB sudah pecah ', '+ One gate system', '+ Keamanan 24jam', '+ Camera CCTV system', '+ Sudah Di Bangun Area Playground', '+ Area parkir kapasitas terbuka', '+ Lebar Jalan Cor 6 - 7 meter', None, 'Fasilitas sekitar Cluster Family Residence:', '- 2,5km ke Pintu Tol Jatiwarna', '- 7km ke Pintu Tol Jatiasih', '- 8km ke Pintu Tol Cikunir', '- 6km ke Plaza Pondok Gede', '- 7km ke Giant Pondok Gede', '- 8km ke Mall Ciputra Cibubur ', '- 300mtr-an ke Mesjid Jami’', '- Dekat ke beberapa sekolah unggulan (Strada, Sekolah Alam Nassa, ACcS international school Tiara Bangsa), Universitas Mercu Buana ', '- Dekat ke beberapa Rumah Sakit ( Mitra Keluarga Cibubur, RSIA Jatisampurna, RS Permata Cibubur) ', '- Dekat ke SPBU ', '- Dekat dengan Bank BTN, Mandiri, BNI ', '- Dekat ke Indomaret', '- Dekat dengan Pasar tradisional dan pasar modern (Superindo dan Giant) ', None, 'Spesifikasi bangunan :', '> Pondasi : Foot Plat & Batu Kali', '> Struktur : Beton Bertulang', '> Dinding : Batu Bata merah diplester aci', ' • Finishing Dinding Luar : Finishing Cat Jatuh Extreme', ' • Finishing Dinding Dalam : Finishing Cat Jatuh /Setara', '> Lantai ', ' • Finishing Lantai Dalam : Homogeneus Tile 60x60 cm', ' • Finishing Lantai Corport : Keramik Tile', ' • Finishing LT. Kamar Mandi : Keramik Tile', '> Rangka Atap : Baja Ringan +  Alumunium Foil', '> Penutup Atap : Genteng Keramik Kanmuri', '> Plafon : Rangka Besi Hollow & Penutup Gypsum', '> Kusen Pintu & Jendela : Alumunium ( Eksterior ) & Kayu ( Interior) ', '> Air Bersih : Sumur Bor ( Jet Pump)  ', '> Listrik : 2200 VA', None, 'Type Rumah 2 Lantai : ', '1. Type Magnolia, Luas Tanah 92, 97, 98mtr, Luas Bangunan 100, 132, 130mtr.', '2. Type Lotus, Luas Tanah 91m²,  Luas Bangunan mulai 95 s/d 130mtr.', None, 'Harga Cash : ', 'Magnolia : mulai 1.2M-an', 'Lotus : mulai 1.1M-an', None, '> Skema cash diskon 50Jt', '> Bisa menggunakan skema KPR developer atau skema BSI dengan DP mulai 100jt-an, cicilan mulai 10jt-an', '> Bonus pembelian : ', '+ 1 Unit AC', '+ Water Heater', '+ Canopy Carport', '+ Stainless Water Torn', '+ Free Taman Depan ± 14m²', '+ Kitchen set', None, 'Hanya tersisa 6 unit untuk rumah siap huni. Buruan survey dan dapatkan unitnya!']","['AC', 'Carport', 'Garden', 'Water heater']",3,3,2,95,Pondok Melati,91,1.178.000.000,SHM - Sertifikat Hak Milik,Rumah
222,"['Dijual rumah di PINGGIR JALAN Pengadegan Timur IV, Jakarta Selatan', None, 'Rumah bangunan lama masih layak huni. Siap dibangun ulang atau renovasi untuk dijadikan rumah modern ', None, 'Akses jalan depan rumah 2 mobil  ', 'Cocok untuk: rumah tinggal, kontrakan, membuka usaha, dan investasi yang menjanjikan (harga naik terus karena di daerah yang strategis) ', None, 'Surat : SHGB (bisa dijadikan SHM) ', 'Luas tanah : 63 m2', 'Luas bangunan : ±40 m2 ', None, 'KT : 2 ', 'KM : 1 ', None, 'Lokasi strategis :', '4 menit ke Stasiun Duren Kalibata ', '6 menit ke Pusat Perbelanjaan (Mall)', '14 menit ke Bandara Halim  ', '5-10 menit ke Klinik/RS terdekat ', ' ', 'Akses lokasi terdekat :', 'Duren Tiga, Tebet, Pancoran, Cikoko, Perdatam, Buncit Raya, Pengadegan, Mampang Prapatan, Kalibata, Pasar Minggu, Pejaten, Dekat ke Daerah Perkantoran', None, 'Harga nego sampai jadi!']",,2,1,1,63,Pancoran,63,720.000.000,HGB - Hak Guna Bangun,Rumah
223,"['Rumah second kondisi baik\xa0 3 lantai daerah Cempaka Putih Utara Jakarta Pusat, jalan Akses Mobil 950 jt', None, 'Luas tanah: 45M', None, 'lebar 3M x panjang 15M', None, 'Luas bangunan: 110M', None, 'Kamar tidur 4', None, 'Kamar mandi 2', None, 'Hadap : Selatan Jakarta Pusat', None, 'Line telp: sudah mati', None, 'Brp lantai: 3 lantai', None, 'Listrik: 2200 watt', None, 'Air : PAM', None, 'Akses jalan Mobil', None, 'Surat : SHM', None, 'Full furnished', None, 'Selling point :', None, 'Dekat Hotel Cempaka Putih', None, 'Dekat ITC Cempaka Mas', None, 'Dekat Atrium Segitiga Senen', None, 'Dekat RS Islam Cempaka Putih', None, 'Dekat dengan stasiun kereta Api Senen', None, 'Dekat dengan jalan Tol Pulomas', None, 'Dekat Pasar Cempaka', None, 'Dekat Taspen Cempaka putih', None, 'Dekat Transmart', None, 'Dekat Halte Busway Pangkalan Asem', None, 'Dekat RSCM,Rs Cikini,Rs Ridwan Meureksa', None, 'Dekat apotik Titi Murni', None, 'Dekat Pasar Sumur Batu', None, 'Dekat sekolahan Negeri SMPN119,SMPN 77,SMAN 77,SMPN 78, SMAN 5 Sumur Batu', None, 'Dekat Pusat Jajanan kuliner di Sepanjang jln.Sumur Batu', None, 'Dekat RPTRA Ramah Anak Harapan Mulia', None, 'Dekat stasiun Gondangdia', None, 'Dekat pasar Gembrong,pasar Bedeng,pasar Sumur Batu', None, 'Dekat Pusat Perkantoran dan Ruko,BCA,Mandiri', None, 'Letjen suprapto', None, 'Harga 950 jt', None, None, 'Hubungi Marketing kami :', None, 'Nama : David', None, 'Hp/Wa :', None, 'Leni sann ps. Bedeng Cempaka baru']","['Carport', 'PAM']",4,2,3,110,Cempaka Putih,45,950.000.000,SHM - Sertifikat Hak Milik,Rumah
224,"['IMB ready', 'BEBAS BANJIR', 'Baru renovasi', 'Lokasi sangat strategis', 'Harga di bawah pasaran', 'Mushola 1', 'Spring bed  1', None, 'Gordeng semua jendela', 'Lemari  baju   1', 'Meja makan', 'Meja dan kursi belajar anak', '10 menit ke pasar palmerah', '20 menit ke pasar tanah abang', 'Ac 2 PK  1 diruang tamu', 'AC 1 PK 2 di kamar tidur', 'Water heater', 'Bisa KPR', 'Dekat dengan jalan panjang']","['AC', 'Carport', 'Gordyn', 'Stove', 'Water heater']",2,4,1,110,Kebon Jeruk,114,1.675.000.000,SHM - Sertifikat Hak Milik,Rumah
225,"['Dijual rumah hoek mewah di Pulomas, Jakarta Timur', None, '* Luas tanah 602m2 (hoek)', '* Luas bangunan 530m2', '* Kamar tidur 4 (2 di lantai dasar dan 2 lantai atas)', '* Kamar mandi 5 (4 di masing-masing kamar dan 1 untuk tamu)', '* Kamar ART 3 dan Kamar mandi ART 1', '* Ada lantai atas untuk ruang cuci jemur di akses dengan tangga spiral dari area dekat kamar ART', '* Listrik 16.500w dan air PAM', '* Hadap utara dan barat', '* Lantai marmer', '* Garasi 2 mobil dan carport 3 mobil', '* Sertifikat HGB s/d tahun 2035, siap KPR dibantu hingga selesai', None, 'Nilai NJOP di PBB tahun 2020 9.6M', 'Harga 10.5M']","['PAM', 'Carport']",4,5,,530,Pulo Gadung,602,10.500.000.000,HGB - Hak Guna Bangun,Rumah
226,"['Rumah siap huni dan terawat di dalam perumahan modern hill Pondok Cabe, Tangerang Selatan, yang asri, aman dan nyaman', None, 'keunggulan:', '- akses jalan lebar bisa 2 mobil', '- ditengah-tengah kawasan premium', '- bebas banjir', '- spesifikasi material berkualitas', '- dirancang dan didesain oleh arsitek berpengalaman', '- desain modern dan cantik', '- one gate system dan security 24 jam', None, 'fasilitas:', 'keamanan 24 jam non stop', 'jalan perumahan lebar', 'seberang lapangan golf', 'bandara udara pondok cabe', 'masjid', 'sekolah anak', 'sarana kesehatan', 'sarana transportasi', 'sarana perbelanjaan', None, 'akses strategis:', '- 1KM golf pondok cabe', '- 6 menit ke bandara pondok cabe', '- 8 menit univ terbuka', '- 15 menit ke uin syarif hidayatullah ciputat', '- 19 menit ke univ Muhamadiyah Cirendeu', '- 20 menit ke cilandak town square', None, 'segera kontak saya', 'Cocok Properti', 'Nomor WA tertera']","['Carport', 'Garden', 'Garasi', 'Telephone', 'PAM']",3,2,1,108,Pasar Minggu,135,1.400.000.000,SHM - Sertifikat Hak Milik,Rumah
227,"['Rumah Sentraland Paradise Jual Murah Dibawah Harga Developer', None, 'Lokasi Strategis', None, '> Terhubung dengan Kota Mandiri Baru Millenium City Dengan Total Pengembangan Sampai 1.388Ha.', None, '> 1,5Km Ke Stasiun Parung Panjang', None, '> 7Km Ke Pintu Toll Legok ( Future Toll Serpong-balaraja )', None, '> 700Meter Ke Pasar Modern Sentraland', None, 'Langsung Hubungi No di Profil. Terimakasih', None, '       Sam']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Swimming Pool', 'Water heater']",1,1,1,22,Grogol Petamburan,60,295.000.000,SHM - Sertifikat Hak Milik,Rumah
228,"['Bismillahirrohmanirrohim', None, 'Ini rumah tante saya sendiri, Alhamdulillah siapapun jodohnya Insyaallah Diberkahi sgala urusanya, karna selain membeli rumah sekaligus merupakan ibadah bagi penjual & pembelinya, mengapa? karna komisi 2.5% nya akan saya gunakan untuk membeli alat bantu dengar putri kecil saya, Terimakasih.', None, 'Di jual rumah di Jl. Pahlawan Revolusi ( belakang KFC ) Komplek  Pacul Mas Kp. Kapitan No.36 RT/RW 006/004 Kel. Klender Kec. Duren Sawit Jakarta Timur 13470', None, 'Fasilitas', '- Lokasi strategis', '- AJB Komplit', '- 2 Lantai (tingkat)', '- Listrik 1200', '- Air PAM', '- Luas tanah 38m', '- Bangunan 74m', '- Kamar Tidur 2', '- Kamar Mandi 2', '- Teras depan bisa parkir motor', '- Bisa nego', None, 'NB. jika ingin langsung di urus menjadi SHM bisa, langsung bareng2 ke notaris, biaya diluar harga deal, untuk parkir mobil depan rumah bisa di usahakan, karna bisa dibicarakan dg pengurus lingkungan setempat.', 'JANGAN RAGU, SILAHKAN DINEGO DULU']",['PAM'],2,2,2,74,Duren Sawit,38,450.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
229,"['rumah tinggal bebas banjir', 'lokasi tenang dan aman', 'Dekat pintu tol dan transmart']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Refrigerator', 'Stove', 'Telephone', 'Water heater']",7,3,2,467,Gambir,500,11.000.000.000,SHM - Sertifikat Hak Milik,Rumah
230,"['Kode Listingan : RJ3122AT20\t', '( Mohon Sebutkan Kode Listing atau Capture iklannya)\t', ' ', 'Luas Tanah                          \t: 105 m² / 7x15', 'Luas Bangunan                  \t: 120 m² ( 2 lantai )', 'Luas Bangunan                  \t: 3', 'Kamar Mandi                      \t: 3', 'Sertifikat\t: SHM', 'Listrik\t: 5500 watt', ' ', 'Jarang ada yang jual dan lokasi langka\t', 'Akses tanah dekat dengan Pintu Masuk dan Keluar tol\t', 'Sertifikat dan surat lain nya lengkap\t', ' ', 'Andre Tjhia,  Andre Tjhia,  Andre Tjhia \t', '* Siap membantu Anda *\t', ' ', 'Hub. ANDRE TJHIA (nego pemilik)']",,3,3,2,120,Cengkareng,105,3.400.000.000,SHM - Sertifikat Hak Milik,Rumah
231,"['""', None, None, '__ Rumah ready* & indent stok ', None, 'Keuntungan rumah indent', 'Anda bisa request tata ruang. Motif granit . Warna cat , request 2 lantai dll.', 'Harga lebih murah dari rumah ready.', '-', 'Type 40/60 harga 275 jt nego', 'Tersedia type lain*', None, 'Cash bertahap 3x bayar', '( DP 60%, 20% ,20% )', 'Cash keras dapat diskon', 'Non KPR .', '-', 'Legalitas lengkap ', 'SHM , IMB , PBB', '-', 'Lokasi strategis , bebas banjir , bebas polusi , bebas longsor , bebas dari sutet , lingkungan aman , akses jalan muat 2 mobil.', '-', 'Luas tanah         : 60m', 'Luas bangunan : 40m', 'Kamar tidur        : 2', 'Kamar mandi     : 1', 'Ruang tamu', 'Dapur', 'Garasi', 'Teras', 'Taman', '-', 'Tersedia 68 unit', ' Fasilitas perumahan di lengkapi dengan :', 'Pos satpam depan', 'Pos satpam belakang', 'Taman bermain', 'Musollah', 'One gate system', 'Pintu gerbang + cctv', '-', 'Lokasi disawangan kota Depok', '5 menit ke pintu tol sawangan', '5 menit ke stasiun Citayam', 'Dekat sekolahan swasta-negri , TK , paud , sdit , kampus ternama , sekolah alam , dll', '-', 'Dekat mall DTC , McD , mall Cinere , mall sawangan , kubah mas , swalayan , pasar tradisional , indomart , Alfamidi , ATM center , dll', '-', 'Dekat RSUD Depok , klinik , apotik , bidan , puskesmas , dll', '-', '10 menit ke terminal Depok , ITC Depok , plaza Depok , Margo city , dll', '-', 'Spesifikasi :', 'Dinding hebel dobel dinding ( SNI )', 'Closed duduk ( Toto )', 'Atap baja ringan ( SNI )', 'Pintu panel ( plitur )', 'Kusen aluminium', 'Plafond gypsum', 'Lantai full granit ( 60x60)', 'Pondasi batu kali + cakar ayam + sloop cor', 'Rangka atap baja ringan ( SNI )', 'Listrik token 1300 / 2200 Watt', 'Air sumur bor pantek 30 meter ( jet pump )', None, '-', 'Yuk survey lokasi nya ', 'Hubungi ke nomor yg ada di iklan.', None, None, None, None, '""']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Telephone']",2,1,1,40,Cilandak,60,275.000.000,SHM - Sertifikat Hak Milik,Rumah
232,"['Kamu mau yang bagaimana?', 'Pasti sambil nyanyi bacanya ya?', 'Apapun yang kamu mau, aku bisa!', None, 'CUMA DISINI SATU-SATUNYA DEVELOPER YANG KASIH HARGA RUMAH 2 LANTAI LOKASI SUPER BAGUS SANGAT STRATEGIS TERMURAH DI BINTARO!', None, 'CLUSTER BOSTON RESIDENCE BINTARO', None, 'PROMO HARGA 689JT', 'Masih Kurang Murah? Tenang, Bisa NEGO Bro!', 'Mau Apa Lagi? Kita Kasih Nih FREE SHM Senilai 50JTan!', None, 'Bisa Custom Layout Suka-Suka! Ciptakan Rumah Idaman Kamu Di Sini!', '1000000000% ANTI BANJIR! ANTI RAYAP!', None, 'Akses :', '-Pintu TOL Kunciran - Serpong', '-Stasiun KRL Sudimara', '-Fresh Market Bintaro', '-RS. PONDOK INDAH BINTARO', '-Masjid Al-Aqsha', None, 'Cara Pembayaran :', '>>CASH KERAS 739 JUTA NEGO KERAS', '>>CASH BERTAHAP (DP 50% CICILAN 5X)', '>>JALUR KTA - Khusus ', '    PNS/BUMN/TNI/POLRI/PEGAWAI BUMN ', '    (Payroll BNI DAN MNDIRI)', None, 'SURVEY YUK! MAKIN CEPAT BELI MAKIN UNTUNG!']","['AC', 'Carport', 'Garden', 'Garasi']",3,2,2,48,Cilandak,60,700.000.000,SHM - Sertifikat Hak Milik,Rumah
233,"['Rumah Bangunan 4 Lantai, Hadap Timur.', 'Kelapa Gading, Jakarta Utara.', 'Luas Tanah 98m. Luas Bangunan 330m.', 'Kamar Tidur 4+1, Kamar Mandi 4+1.', 'Air PAM, PLN 3500watt. Carport 1 mobil, Sertifikat SHM.  Harga Jual 3,950milyar.', 'Info Hub : Peter Lie, HP/WA', '#riana,m3']","['Carport', 'PAM']",5,5,4,330,Kelapa Gading,98,3.950.000.000,SHM - Sertifikat Hak Milik,Rumah
234,"['Rumah Baru dengan gaya Eropah di pusat kota Jakarta kini Hadir dengan memenuhi kebutuhan Hunian yang nyaman dan Aman.', None, 'Dengan Spesifikasi :', 'Bangunan 3 lantai', 'Kamar tidur        2', 'Kamar mandi.    2', 'Row jalan 5 meter', 'Dapur 1', 'Ruang tamu 1', 'Ruang keluarga 1', 'Pondasi Cakar Ayam', 'Dinding dua Hebel', 'Full dak beton lantai 3', 'Closed duduk American standard', 'Atap Baja ringan', 'Genteng Multi roof', 'Keramik lantai Granit', 'Kusen aluminium', 'Pintu utama Baja merk Fortrees', 'Air PDAM', 'Listrik 2200 watt', None, 'Akses :', 'Dekat Mall Menteng Huiz Cikini', '10 menit ke arah jalur MRT & LRT sudirman', '10 menit ke arah Gambir', '20 menit ke arah jalan TOL soekarno-hatta', '10 menit ke Monas', ' 10 menit ke jl.Jend.soedirman', None, 'harga start :', None, 'Tipe Lt 34 dan LB 89. Harga 1.780M', None, 'Cara bayar :', 'cash keras', 'Cash bertahap 6 bulan', 'Cash keras', None, None, None, 'Legalitas :', 'SHM', 'IMB', 'KPR', None, 'Hanya dengan Booking Fee 25jt & DP 30% untuk cash bertahap. Dan DP 20% untuk KPR  unit sudah bisa jadi milik Anda.', None, 'Segera Booking sebelum unit nya kehabisan.', 'Hanya tersedia 1 unit saja.. blok 1C', None, 'Marketing Galery', None, 'R.Zulfikor']","['AC', 'PAM', 'Water heater']",2,2,3,89,Menteng,34,1.780.000.000,SHM - Sertifikat Hak Milik,Rumah
235,"['CENDANA ICON DAVELOPER LIPPO LAND KARAWACI ', None, 'Setelah sukses  grand lounching cendana icon 6 maret 2021 ', 'Di pasarkan kembali unit stock ', 'Lippo utara dekat pintu tol pinangsia karawaci , di belakang hypermart ', 'Kota tangerang', None, 'Desain Cendana Icon kali ini berbeda dari Cendana sebelum2nya.', 'Lebih tepatnya desain Cendana icon lebih modern dan berseni seperti Waterfront Lippo Cikarang dan pastinya ada balkon, ukuran juga lebih luas.', None, '*Cendana Icon  Rumah 2 lantai*', None, 'Tipe 1 ( 5x12mtr)  ', 'Harga 800 JT include ppn 10%', '2 KT, 2 KM, 2 LT', None, 'Tipe 2 (5,5x15mtr) ', 'Harga 999 JT include ppn 10%', '3 KT, 3 KM, 2 LT', None, 'Tipe 3 (6,5x15mtr) ', 'Harga 1.2 M include ppn 10%', '3 KT, 3 KM, 2 LT', None, '*Ruko 3 Lantai 3 kmr tidur * ', 'Ruko ( 5x22,2mtr) ', None, 'Bonus : ', '- 2 Unit AC', '- Furniture Fabelio senilai 10 JT', None, 'Pembayaran fleksible :', 'Hard cash', 'Cash ', 'Cash bertahap ', 'Kpr DP mulai 0% - 5% ', None, 'Apapun alasan anda silahkan kosultasikan sama saya free dan kami bantu proses KPR sampai APROVE.', None, 'Jangan sampai ga kebagian unit lagi seperti cendana2 sebelumnya ', 'Karena unit sangat terbatas!', None, 'Info lebih jelasnya ', 'Hub : Dwi Rijaya ', 'Top sales lippo cendana 2020']","['AC', 'Carport', 'Garden', 'Gordyn', 'PAM', 'Telephone']",3,3,2,88,Kebayoran Lama,98,1.200.000.000,SHM - Sertifikat Hak Milik,Rumah
236,"['Dijual Tanah Di Jl. joglo, Depok, luas 1.200m terdiri 2 bangunan\xa0 rumah.', 'Lebar Muka 50m', 'Panjang 24m', 'Diatas Tanah Berdiri 2 Rumah yakni :', None, '1 rumah pribadi LB 250m', '2 lantai', '3 Kamar Tidur atas +3 Kamar mandi', '3 Kamar Tidur Bawah +3 Kamar mandi', None, '1 rumah kos kosan LB 550 m', '2 lantai', '7 kamar dibawah +4 kamar mandi', '7 kamar diatas +4 kamar mandi', None, 'Lokasi Super Strategis :', 'Disamping Universitas Indonesia', 'Disamping Apartemen Dave', 'Di Depan Pintu Tol Kukusan 1 Depok', 'Dekat Rumah Sakit Permata Ibu', 'Akses Jalan Lebar', 'Bebas Banjir', 'Legalitas Sudah SHM', 'Ada 2 Sertifikat', 'Harga keseluruhan 15M ( Nego )', None, 'More Info :', 'Lily Sentraland 99']",['PAM'],>10,>10,2,800,Cakung,1200,15.000.000.000,SHM - Sertifikat Hak Milik,Rumah
237,"['Luas tanah 420 m', 'Luas bangunan 120 m', 'sudah SHM, IMB', None, 'Fasilitas : ', 'kolam renang', 'PLN 3200 watt', '3 kamar tidur', '1 kamar mandi', '1 WC', '2 kamar bilas ', 'Gazebo', 'Kolam ikan', 'Dapur', 'Parkiran 7 mobil', '2 lantai', 'Furniture ', None, 'Harga : 1.4 M']",,3,1,,120,Jatinegara,420,1.400.000.000,SHM - Sertifikat Hak Milik,Rumah
238,"['Bismillah..', 'RUMAH SYARIAH DEPOK', 'ALL UNIT READY STOCK TIPE BESAR', 'DP 200 JUTAAN DP BISA DICICIL', 'ANGSURAN 9 JUTAAN FLAT', 'DEKAT RENCANA TOL PONDOK CABE', 'KPR DEVELOPER TANPA RIBA', 'TANPA BANK DAN BI CHECKING', 'SHM SUDAH PECAH PERKAVLING', 'IMB SUDAH TERBIT', None, '> Anda Ingin Memiliki Rumah SIAP HUNI', 'Yang bisa Cicil langsung ke Developer Tanpa RIBA?', None, '> Anda Ingin Memiliki Rumah SIAP HUNI', 'Yang Tanpa Bank Dan BI Checking,', 'Namun semua masih Indent dan Serah Terima Rumahnya Lama ?', None, 'Alhamdulillah..', 'Semoga ini menjadi jawaban dari segala kegundahan Keluarga Anda dalam mencari Hunian yang Islami.', None, 'Setelah Sukses Dengan Berbagai Project Perumahan Syariah. Kini telah dibuka Project Perumahan Syariah di Serua-Depok. Dekat Rencana Pintu Tol Pondok Cabe (TOL DESARI) Dan In Syaa Allah Bebas Banjir.', None, 'Perumahan Syariah SIAP HUNI ini,', 'Berada di Kawasan Premium Serua,', 'Hadir Dengan Harga Kompetitif.', None, 'Rumah 2 Lantai Ini', 'Seharga Rumah 1 Lantai.', 'Rumah 2 Lantai Ready Stock', 'Type 90/120 Dan Type 180/120', 'Harga Cash 800 - 900 Jutaan.', None, 'Mengapa banyak Keluarga Muslim yang Ingin Memiliki Perumahan Syariah Ini..', None, '> Legalitas Aman, Clean & Clear', None, '• SHM Atas Nama Developer', '• SHM Sudah Pecah Per-Kavling ', '• IMB Sudah Terbit', None, None, '> Skema KPR Murni Syariah', None, 'DP Hanya 20%', 'Dan DP Bisa Dicicil 6 Kali (Bulan).', 'Cicil Langsung Ke Developer', 'Tanpa..', None, '• Tanpa RIBA ', '• Tanpa BANK', '• Tanpa SITA', '• Tanpa DENDA', '• Tanpa ASURANSI', '• Tanpa AKAD BATHIL', '• Tanpa BI CHECKING', None, None, '> Lokasi Sangat Strategis ', None, '• Dekat Masjid', '• Dekat Pintu Tol Pondok Cabe', '• Dekat Sekolah SD-SMP-SMA', '• Dekat Universitas (UNPAM, UT)', '• Dekat Rumah Sakit', '• Dekat Pusat Perbelanjaan', '• Dekat Akses Angkutan Umum', '• Dekat Pusat Bisnis & Komersil', None, None, '> ALL UNIT READY STOCK', None, 'Alhamdulilah..', ""Atas Izin Allah Ta'ala kami dapat menghadirkan Rumah Halal Tanpa Riba SIAP HUNI,"", 'Yang Diselesaikan Dulu Legalitas Dan Perijinannya, Kemudian Unit Rumahnya Dibangun Barulah Dijual.', None, 'Jadi Anda terbebas dari perasaan was-was rumah tidak dibangun, khawatir bermasalah Legalitasnya dll. Sehingga Setelah Akad, Anda beserta Keluarga dapat langsung menghuninya.', None, None, '> Tipe Besar', None, '1. Tipe 120/90', None, '• Luas Bangunan 120 m2', '• Luas Tanah 90 m2', '• 3 Kamar Tidur', '( 1 Di Lantai Bawah & 2 Di Lantai Atas)', '• 2 Kamar Mandi (Atas & Bawah)', '• 1 Kamar Tidur ART Plus Kamar Mandi', '(Kamar Tidur ART Ada Di Lantai Atas Dengan Akses Tangga Tersendiri)', '• Ruang Tamu', '• Ruang Makan', '• Dapur', '• Carport', '• Taman Depan & Belakang', None, None, '2. Tipe 180/120', None, '• Luas Bangunan 180 m2', '• Luas Tanah 120 m2', '• Lebar Muka 8 Meter', '• 3 Kamar Tidur', '( 1 Di Lantai Bawah & 2 Di Lantai Atas)', '• 2 Kamar Mandi (Atas & Bawah)', '• 1 Kamar Tidur ART Plus Kamar Mandi', '(Kamar Tidur ART Ada Di Lantai Atas Dengan Akses Tangga Tersendiri)', '• Ruang Tamu', '• Ruang Makan', '• Dapur', '• Carport', '• Taman Depan & Belakang', None, None, 'Mari Besarkan Anak2 Kita Tercinta,', 'Di Dalam Hunian Halal Dan Berkah,', 'Yang Berada Di Lingkungan Islami.', None, 'Jangan Menunda2 Lagi,', 'Memiliki Rumah Tanpa Riba, ', 'Ambillah Kesempatan Baik Ini,', 'Sebab Kebaikan Itu,', 'Harus Disegerakan..', None, 'Mari Survey Ke Lokasi,', 'Dan Booking Amankan Unitnya.', None, 'Info Lebih Lanjut', 'Respon Cepat Sultan Property', 'Hubungi Segera', 'Farhan Wijaya']","['Carport', 'Garden']",4,3,2,121,Cilandak,91,897.509.509,SHM - Sertifikat Hak Milik,Rumah
239,"['Bismillah berjodoh', None, 'Di jual rumah dan warung', 'Rumah : 2 lantai', '               3 kamar', '               1 kamar mandi', '                & warung dan isinya', '               Air Pam dan air tanah', '              Akses bisa mobil dan motor', 'Warung : omset tidak mati dari 1 jt perhari,warung sudah ramai', 'Sertifikat : AJB (akte jual beli)', 'Lokasi : Jl.H.muchtar Rt 007 / rw 003 b.14 kel.duri kosambi,kec.cengkareng Jakarta barat', 'Lingkungan : 1 cctv lingkungan', '                       2. Anti banjir', '                       3. Kondisi ramah', '                       4. Dekat mushola dan ', '                            masjid', 'Harga : Rp 730.000.000 (nett)', 'Pemilik orang tua sendiri']","['Carport', 'PAM']",3,1,2,45,Cengkareng,45,750.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
240,"['rumah  taman ratu..murah..jln 2 mobil.jakarta barat', 'lt.5x15 m2 /2  lt', 'shm.3+1kt.baru', 'dptkan segera...murah banget', 'hg   2.1 milyar nego sampe deal dg pemilik', None, 'hub; frans cen ', 'agen Fran Ruiz taman ratu', None, 'Titip Jual-Sewa Properti Anda !!', 'Percayakan kepada saya - Frans Cen lagi..Frans Cen lagi']","['PAM', 'Carport']",3,3,2,100,Kebon Jeruk,75,2.100.000.000,SHM - Sertifikat Hak Milik,Rumah
